client_id,round_number,hierarchy,num_samples,set,accuracy,loss
f1743_33,2,,130,train,0.008547008547008548,4.123429298400879
f1792_12,2,,174,train,0.00641025641025641,4.118123531341553
f1806_29,2,,177,train,0.0,4.119173526763916
f1811_11,2,,140,train,0.007936507936507936,4.116117477416992
f1823_43,2,,118,train,0.0,4.117727756500244
f1826_01,2,,158,train,0.007042253521126761,4.1208906173706055
f1862_37,2,,173,train,0.0,4.117293357849121
f1878_33,2,,137,train,0.0,4.110673904418945
f1890_28,2,,154,train,0.007246376811594203,4.112796306610107
f1898_09,2,,130,train,0.008547008547008548,4.108193874359131
f1948_41,2,,154,train,0.007246376811594203,4.115724563598633
f1951_19,2,,176,train,0.006329113924050633,4.120005130767822
f1964_32,2,,152,train,0.007352941176470588,4.1131911277771
f1973_24,2,,148,train,0.007518796992481203,4.112143039703369
f2037_06,2,,155,train,0.007194244604316547,4.117475509643555
f2039_13,2,,147,train,0.007575757575757576,4.119363307952881
f2060_18,2,,169,train,0.006578947368421052,4.117546558380127
f2162_62,2,,160,train,0.006944444444444444,4.116893768310547
f2172_67,2,,176,train,0.0,4.11802864074707
f2177_57,2,,116,train,0.009615384615384616,4.109206199645996
f2197_62,2,,142,train,0.007874015748031496,4.119172096252441
f2201_80,2,,174,train,0.00641025641025641,4.110972881317139
f2230_67,2,,141,train,0.007936507936507936,4.111607074737549
f2239_84,2,,168,train,0.006622516556291391,4.115448474884033
f2243_87,2,,158,train,0.007042253521126761,4.114747524261475
f2280_57,2,,167,train,0.006666666666666667,4.113142967224121
f2281_52,2,,183,train,0.0,4.11661958694458
f2312_87,2,,159,train,0.006993006993006993,4.113648414611816
f2353_70,2,,171,train,0.006535947712418301,4.1139349937438965
f2356_86,2,,167,train,0.006666666666666667,4.114757061004639
f2380_76,2,,170,train,0.006535947712418301,4.110635280609131
f2402_75,2,,183,train,0.006097560975609756,4.116274356842041
f2410_85,2,,169,train,0.006578947368421052,4.11331844329834
f2416_80,2,,169,train,0.006578947368421052,4.115993499755859
f2422_85,2,,134,train,0.0,4.115972995758057
f2436_53,2,,155,train,0.007194244604316547,4.107568740844727
f2475_66,2,,173,train,0.0,4.117773532867432
f2486_95,2,,150,train,0.007407407407407408,4.113241195678711
f2502_59,2,,164,train,0.006802721088435374,4.122690677642822
f2507_78,2,,170,train,0.0,4.1172685623168945
f2535_60,2,,173,train,0.0064516129032258064,4.121210098266602
f2578_68,2,,177,train,0.006289308176100629,4.116827964782715
f3100_44,2,,175,train,0.006369426751592357,4.1167449951171875
f3109_30,2,,177,train,0.006289308176100629,4.119393348693848
f3137_47,2,,169,train,0.006578947368421052,4.114971160888672
f3152_47,2,,182,train,0.006134969325153374,4.114670753479004
f3199_08,2,,179,train,0.0,4.1158294677734375
f3248_19,2,,182,train,0.006134969325153374,4.117061614990234
f3271_09,2,,177,train,0.006289308176100629,4.115044116973877
f3275_40,2,,183,train,0.006097560975609756,4.116135120391846
f3278_33,2,,153,train,0.0072992700729927005,4.114672660827637
f3289_18,2,,181,train,0.006172839506172839,4.112259387969971
f3294_06,2,,146,train,0.0,4.116754055023193
f3345_12,2,,181,train,0.0,4.115824222564697
f3346_12,2,,168,train,0.013245033112582781,4.117480754852295
f3361_17,2,,178,train,0.00625,4.116147041320801
f3390_07,2,,182,train,0.006134969325153374,4.118190765380859
f3398_06,2,,172,train,0.006493506493506494,4.1151509284973145
f3420_27,2,,185,train,0.006024096385542169,4.113307952880859
f3422_32,2,,170,train,0.006535947712418301,4.11787748336792
f3472_19,2,,149,train,0.007462686567164179,4.118593692779541
f3504_46,2,,181,train,0.006172839506172839,4.114461421966553
f3506_22,2,,161,train,0.0,4.112548351287842
f3558_12,2,,172,train,0.0,4.118628025054932
f3599_19,2,,162,train,0.006896551724137931,4.119833946228027
f3614_06,2,,168,train,0.006622516556291391,4.116763114929199
f3644_26,2,,172,train,0.006493506493506494,4.1180572509765625
f3701_44,2,,175,train,0.006369426751592357,4.1197991371154785
f3713_40,2,,173,train,0.0064516129032258064,4.119813442230225
f3726_09,2,,155,train,0.007194244604316547,4.110339641571045
f3729_27,2,,181,train,0.006172839506172839,4.115176200866699
f3741_12,2,,159,train,0.006993006993006993,4.1159234046936035
f3756_06,2,,178,train,0.0,4.118368625640869
f3757_19,2,,180,train,0.006172839506172839,4.122780799865723
f3792_21,2,,164,train,0.006802721088435374,4.1156792640686035
f3839_11,2,,153,train,0.0072992700729927005,4.119226932525635
f3841_01,2,,178,train,0.00625,4.114089012145996
f3847_24,2,,162,train,0.006896551724137931,4.1173176765441895
f3857_01,2,,175,train,0.006369426751592357,4.1133527755737305
f3888_32,2,,148,train,0.007518796992481203,4.118490219116211
f3931_13,2,,155,train,0.007194244604316547,4.119170665740967
f3987_13,2,,181,train,0.006172839506172839,4.117226600646973
f3989_21,2,,174,train,0.00641025641025641,4.1142191886901855
f3997_45,2,,169,train,0.006578947368421052,4.114901065826416
f4008_34,2,,158,train,0.0,4.113128185272217
f4013_32,2,,181,train,0.0,4.118206024169922
f4038_15,2,,166,train,0.006711409395973154,4.1104607582092285
f4070_43,2,,157,train,0.0070921985815602835,4.113494396209717
f4077_42,2,,167,train,0.006666666666666667,4.111604690551758
f4090_35,2,,144,train,0.0,4.11388635635376
f0010_18,2,,437,test,0.045454545454545456,4.116682052612305
f0020_08,2,,372,test,0.10526315789473684,4.085076332092285
f0027_29,2,,352,test,0.027777777777777776,4.106791973114014
f0033_49,2,,338,test,0.029411764705882353,4.106201648712158
f0080_14,2,,324,test,0.06060606060606061,4.10650110244751
f0092_16,2,,353,test,0.027777777777777776,4.122955322265625
f0150_25,2,,362,test,0.05405405405405406,4.083856105804443
f0179_22,2,,330,test,0.030303030303030304,4.10009765625
f0194_30,2,,349,test,0.02857142857142857,4.130902290344238
f0227_27,2,,368,test,0.05405405405405406,4.1001811027526855
f0231_43,2,,295,test,0.06666666666666667,4.109199523925781
f0286_16,2,,369,test,0.0,4.080848693847656
f0297_05,2,,207,test,0.09523809523809523,4.070486068725586
f0317_44,2,,421,test,0.023255813953488372,4.100772380828857
f0327_43,2,,404,test,0.04878048780487805,4.098598957061768
f0393_18,2,,356,test,0.027777777777777776,4.111660957336426
f0405_20,2,,346,test,0.05714285714285714,4.0939483642578125
f0406_00,2,,296,test,0.06666666666666667,4.109706401824951
f0415_28,2,,385,test,0.0,4.095424175262451
f0490_13,2,,321,test,0.09090909090909091,4.095737934112549
f0527_23,2,,319,test,0.0,4.101350784301758
f0530_15,2,,409,test,0.0975609756097561,4.088301658630371
f0548_49,2,,359,test,0.027777777777777776,4.119512557983398
f0575_25,2,,309,test,0.03225806451612903,4.116865158081055
f0580_29,2,,331,test,0.0,4.126869201660156
f0587_34,2,,355,test,0.027777777777777776,4.096156120300293
f0597_00,2,,399,test,0.1,4.0795416831970215
f0637_21,2,,296,test,0.0,4.115993976593018
f0663_30,2,,342,test,0.02857142857142857,4.10530948638916
f0691_00,2,,235,test,0.0,4.123161315917969
f0696_13,2,,336,test,0.058823529411764705,4.0852460861206055
f0700_20,2,,363,test,0.02702702702702703,4.0856733322143555
f0712_09,2,,231,test,0.041666666666666664,4.125346660614014
f0722_29,2,,341,test,0.0,4.1154913902282715
f0776_08,2,,246,test,0.08,4.096799373626709
f0826_18,2,,318,test,0.03125,4.105671405792236
f0828_34,2,,332,test,0.058823529411764705,4.110617637634277
f0831_15,2,,384,test,0.05128205128205128,4.096471309661865
f0835_08,2,,143,test,0.0,4.1079792976379395
f0848_42,2,,150,test,0.0,4.116575717926025
f0857_21,2,,177,test,0.0,4.1048197746276855
f0867_28,2,,378,test,0.02631578947368421,4.1044511795043945
f0897_19,2,,254,test,0.07692307692307693,4.087400436401367
f0917_11,2,,353,test,0.0,4.104119300842285
f0924_33,2,,246,test,0.04,4.111888885498047
f0969_31,2,,126,test,0.07692307692307693,4.05761194229126
f0972_43,2,,355,test,0.05555555555555555,4.085580825805664
f1005_12,2,,115,test,0.0,4.097137451171875
f1011_35,2,,152,test,0.0,4.118971824645996
f1041_18,2,,180,test,0.0,4.126797676086426
f1063_36,2,,376,test,0.05263157894736842,4.087774753570557
f1065_10,2,,294,test,0.03333333333333333,4.091063499450684
f1072_34,2,,216,test,0.09090909090909091,4.1019062995910645
f1078_11,2,,307,test,0.0967741935483871,4.089284420013428
f1090_13,2,,203,test,0.0,4.080735206604004
f1109_36,2,,319,test,0.03125,4.070522308349609
f1111_02,2,,370,test,0.05405405405405406,4.0837626457214355
f1129_22,2,,291,test,0.06666666666666667,4.107011318206787
f1134_40,2,,296,test,0.0,4.0994181632995605
f1180_21,2,,363,test,0.08108108108108109,4.092626571655273
f1184_21,2,,216,test,0.045454545454545456,4.111042499542236
f1198_41,2,,325,test,0.18181818181818182,4.082073211669922
f1199_24,2,,280,test,0.0,4.122369766235352
f1230_10,2,,269,test,0.037037037037037035,4.1020636558532715
f1302_15,2,,126,test,0.0,4.115189075469971
f1319_00,2,,185,test,0.10526315789473684,4.102179527282715
f1330_35,2,,282,test,0.10344827586206896,4.070518970489502
f1335_30,2,,292,test,0.1,4.09778356552124
f1341_45,2,,155,test,0.0,4.115208625793457
f1368_03,2,,196,test,0.05,4.097555637359619
f1371_21,2,,221,test,0.043478260869565216,4.095958709716797
f1402_17,2,,313,test,0.03125,4.108891487121582
f1431_47,2,,284,test,0.0,4.103875160217285
f1461_46,2,,230,test,0.043478260869565216,4.125933647155762
f1475_14,2,,144,test,0.0,4.122573375701904
f1533_23,2,,177,test,0.0,4.118951320648193
f1613_27,2,,173,test,0.0,4.1369218826293945
f1622_16,2,,168,test,0.0,4.118343353271484
f1625_05,2,,156,test,0.0,4.125148773193359
f1649_03,2,,179,test,0.0,4.122669219970703
f1677_01,2,,155,test,0.0625,4.080417633056641
f1683_30,2,,171,test,0.0,4.097801208496094
f1701_10,2,,143,test,0.0,4.123137474060059
f1702_13,2,,176,test,0.0,4.102235794067383
f1738_42,2,,175,test,0.0,4.104043006896973
f1743_33,2,,130,test,0.0,4.112855434417725
f1792_12,2,,174,test,0.0,4.093778610229492
f1806_29,2,,177,test,0.05555555555555555,4.097217082977295
f1811_11,2,,140,test,0.0,4.110179424285889
f1823_43,2,,118,test,0.08333333333333333,4.111091136932373
f1826_01,2,,158,test,0.0,4.110379219055176
f1862_37,2,,173,test,0.05555555555555555,4.110170841217041
f1878_33,2,,137,test,0.0,4.118111610412598
f1890_28,2,,154,test,0.0,4.135076522827148
f1898_09,2,,130,test,0.0,4.130186557769775
f1948_41,2,,154,test,0.0,4.144206523895264
f1951_19,2,,176,test,0.0,4.106038570404053
f1964_32,2,,152,test,0.0,4.1404619216918945
f1973_24,2,,148,test,0.0,4.118553161621094
f2037_06,2,,155,test,0.0,4.129665374755859
f2039_13,2,,147,test,0.0,4.109060287475586
f2060_18,2,,169,test,0.0,4.100632190704346
f2162_62,2,,160,test,0.0,4.107028961181641
f2172_67,2,,176,test,0.0,4.1176018714904785
f2177_57,2,,116,test,0.0,4.120954513549805
f2197_62,2,,142,test,0.0,4.106905460357666
f2201_80,2,,174,test,0.0,4.125950336456299
f2230_67,2,,141,test,0.0,4.128617286682129
f2239_84,2,,168,test,0.0,4.101832866668701
f2243_87,2,,158,test,0.0,4.117369174957275
f2280_57,2,,167,test,0.0,4.130186557769775
f2281_52,2,,183,test,0.05263157894736842,4.114602088928223
f2312_87,2,,159,test,0.0,4.13643741607666
f2353_70,2,,171,test,0.0,4.131297588348389
f2356_86,2,,167,test,0.0,4.138957500457764
f2380_76,2,,170,test,0.0,4.122387886047363
f2402_75,2,,183,test,0.0,4.120000839233398
f2410_85,2,,169,test,0.0,4.118400573730469
f2416_80,2,,169,test,0.0,4.098914623260498
f2422_85,2,,134,test,0.0,4.128854274749756
f2436_53,2,,155,test,0.0,4.0992350578308105
f2475_66,2,,173,test,0.05555555555555555,4.110226631164551
f2486_95,2,,150,test,0.0,4.133964538574219
f2502_59,2,,164,test,0.0,4.084243297576904
f2507_78,2,,170,test,0.058823529411764705,4.100922107696533
f2535_60,2,,173,test,0.0,4.100711345672607
f2578_68,2,,177,test,0.0,4.112514495849609
f3100_44,2,,175,test,0.0,4.102990627288818
f3109_30,2,,177,test,0.0,4.081785202026367
f3137_47,2,,169,test,0.0,4.117656230926514
f3152_47,2,,182,test,0.0,4.116997718811035
f3199_08,2,,179,test,0.05555555555555555,4.122033596038818
f3248_19,2,,182,test,0.0,4.107416152954102
f3271_09,2,,177,test,0.0,4.1148881912231445
f3275_40,2,,183,test,0.0,4.119106292724609
f3278_33,2,,153,test,0.0,4.120053291320801
f3289_18,2,,181,test,0.0,4.1366286277771
f3294_06,2,,146,test,0.06666666666666667,4.122945308685303
f3345_12,2,,181,test,0.0,4.143226146697998
f3346_12,2,,168,test,0.0,4.108452796936035
f3361_17,2,,178,test,0.0,4.112810134887695
f3390_07,2,,182,test,0.0,4.079364776611328
f3398_06,2,,172,test,0.0,4.0992960929870605
f3420_27,2,,185,test,0.0,4.124206066131592
f3422_32,2,,170,test,0.0,4.098112106323242
f3472_19,2,,149,test,0.0,4.112603664398193
f3504_46,2,,181,test,0.0,4.129601955413818
f3506_22,2,,161,test,0.0,4.144210338592529
f3558_12,2,,172,test,0.0,4.114731788635254
f3599_19,2,,162,test,0.0,4.123741626739502
f3614_06,2,,168,test,0.0,4.113412857055664
f3644_26,2,,172,test,0.0,4.112646102905273
f3701_44,2,,175,test,0.0,4.102443218231201
f3713_40,2,,173,test,0.0,4.076480865478516
f3726_09,2,,155,test,0.0,4.136758327484131
f3729_27,2,,181,test,0.0,4.125659942626953
f3741_12,2,,159,test,0.0,4.119303226470947
f3756_06,2,,178,test,0.05555555555555555,4.096126556396484
f3757_19,2,,180,test,0.0,4.094801902770996
f3792_21,2,,164,test,0.0,4.122468948364258
f3839_11,2,,153,test,0.0,4.112973213195801
f3841_01,2,,178,test,0.0,4.13166618347168
f3847_24,2,,162,test,0.0,4.089524745941162
f3857_01,2,,175,test,0.0,4.1361517906188965
f3888_32,2,,148,test,0.0,4.113505840301514
f3931_13,2,,155,test,0.0,4.093761444091797
f3987_13,2,,181,test,0.0,4.125504493713379
f3989_21,2,,174,test,0.0,4.116333961486816
f3997_45,2,,169,test,0.0,4.097174167633057
f4008_34,2,,158,test,0.0,4.117496967315674
f4013_32,2,,181,test,0.05263157894736842,4.1083984375
f4038_15,2,,166,test,0.0,4.133274078369141
f4070_43,2,,157,test,0.0,4.132464408874512
f4077_42,2,,167,test,0.0,4.112612724304199
f4090_35,2,,144,test,0.0,4.095644474029541
